snapshot_date,product_id,store_id,supplier_id,qty_on_hand,qty_on_order,reorder_level,unit_cost
2025-07-21,20363,129,44,177,9,67,93.65
2026-01-12,20400,144,28,50,8,49,139.47
2025-11-10,20082,119,49,499,45,71,64.35
2024-05-20,20479,118,49,35,25,52,146.53
2024-11-02,20075,116,41,62,68,100,233.69
2024-12-06,20580,149,49,443,83,28,177.06
2026-01-27,20469,148,15,127,25,64,127.57
2025-04-10,20335,117,14,317,0,47,159.6
2024-09-21,20117,110,34,298,82,81,85.67
2024-11-30,20020,109,21,32,21,100,204.06
2024-08-01,20180,104,4,167,15,82,25.25
2024-04-03,20066,132,4,178,100,23,35.67
2025-09-02,20143,120,19,321,63,51,227.05
2025-07-18,20539,117,14,387,64,20,99.03
2026-02-22,20244,126,18,117,38,31,96.47
2025-11-11,20047,111,25,72,99,44,34.86
2025-05-17,20131,140,19,159,35,45,8.43
2025-07-01,20348,141,41,75,11,95,76.68
2025-03-17,20019,121,26,348,80,59,242.53
2024-12-28,20023,142,21,481,62,49,230.39
2025-12-28,20146,138,20,98,40,94,109.7
2025-09-05,20488,100,31,83,35,55,23.22
2025-03-22,20470,110,5,36,34,100,13.45
2025-07-13,20060,105,25,339,37,75,149.91
2025-08-22,20518,132,44,283,90,25,11.71
2026-02-11,20110,117,43,164,97,51,61.14
2024-11-04,20528,118,1,179,26,39,214.05
2024-10-25,20177,136,27,446,79,54,205.4
2025-02-28,20036,122,8,233,86,73,112.17
2024-06-24,20277,101,49,106,57,85,165.48
2024-11-03,20388,106,16,270,73,55,152.93
2024-10-01,20391,145,1,170,52,50,157.75
2025-11-25,20508,119,23,52,34,29,50.53
2024-09-01,20209,108,29,213,70,39,84.37
2025-09-15,20397,118,38,412,99,54,5.46
2025-09-17,20550,138,40,135,0,49,212.6
2025-12-06,20280,122,33,267,44,86,106.63
2024-06-12,20090,125,7,486,47,42,249.68
2024-05-04,20016,140,3,370,29,90,34.34
2025-12-03,20555,141,9,54,6,71,36.69
2025-06-12,20152,111,42,81,27,54,107.11
2024-04-24,20504,143,18,93,77,39,120.32
2024-09-30,20070,146,11,70,54,43,52.47
2025-08-17,20538,143,8,367,87,51,130.41
2024-11-30,20570,121,40,304,74,41,131.97
2025-04-11,20336,132,6,346,66,75,152.65
2024-06-24,20246,107,13,88,20,42,65.61
2026-02-06,20246,111,13,392,62,61,223.12
2024-06-27,20547,145,31,116,81,37,83.5
2025-02-06,20396,100,32,466,60,60,86.86
2024-06-28,20165,101,44,7,95,97,33.64
2025-09-22,20427,139,35,489,100,25,208.02
2025-12-23,20365,141,38,190,18,95,152.13
2025-09-02,20062,114,4,352,74,54,212.94
2025-06-11,20597,111,40,389,9,53,176.8
2025-11-14,20044,105,44,13,33,82,130.66
2025-07-04,20353,108,35,16,59,32,136.03
2025-04-15,20432,125,23,258,2,55,216.98
2025-11-26,20303,108,19,430,21,71,134.15
2025-12-27,20079,113,18,392,93,28,224.46
2026-01-14,20416,140,15,337,89,63,139.59
2025-11-21,20434,116,38,437,87,23,47.85
2024-04-29,20134,100,15,369,17,92,220.47
2025-09-23,20062,104,19,231,86,87,196.32
2024-05-18,20433,126,46,36,42,29,124.22
2024-12-25,20131,108,46,267,57,51,96.45
2025-02-15,20110,125,28,274,65,38,51.24
2025-04-18,20570,108,5,267,92,33,145.75
2025-12-18,20051,105,47,126,29,89,231.62
2024-03-26,20145,141,43,282,60,73,205.17
2025-07-26,20107,137,38,161,59,85,23.42
2026-02-09,20564,100,33,190,58,31,241.95
2025-12-04,20552,119,31,203,69,47,27.26
2026-02-06,20125,117,6,41,29,50,26.28
2025-10-22,20234,128,31,107,90,79,105.98
2024-05-11,20036,107,9,318,67,87,73.07
2025-01-06,20436,140,34,347,6,87,102.06
2025-08-19,20593,110,10,190,71,32,194.66
2025-04-30,20578,132,25,138,25,41,25.32
2025-02-08,20296,124,11,381,68,26,121.28
2024-05-21,20562,119,45,24,29,45,161.64
2026-01-14,20584,144,1,470,80,56,196.34
2024-09-08,20061,122,30,90,65,90,22.89
2025-06-27,20043,100,10,21,3,63,226.1
2024-12-09,20564,128,9,202,83,99,119.26
2026-03-08,20431,113,4,220,99,52,229.39
2025-07-02,20073,121,4,90,19,50,220.35
2025-08-30,20199,144,45,363,15,27,144.76
2025-01-07,20578,133,49,32,39,59,199.26
2025-10-15,20164,117,33,428,65,89,210.2
2025-07-19,20505,130,19,367,87,43,195.56
2026-01-04,20099,148,31,4,50,62,111.89
2025-08-28,20213,105,22,283,13,63,77.61
2024-11-07,20404,104,36,489,62,65,53.03
2025-01-04,20464,140,11,169,78,88,23.17
2024-06-16,20462,139,37,286,37,89,51.67
2025-07-21,20275,110,7,435,85,69,187.57
2026-02-13,20499,118,7,238,80,73,84.63
2024-12-01,20212,108,37,202,81,42,121.36
2025-09-08,20328,132,7,116,94,40,172.24
2024-07-01,20157,119,24,272,51,28,121.16
2024-12-29,20096,102,36,258,21,57,194.22
2024-09-30,20046,145,21,192,44,38,150.03
2024-08-10,20245,104,46,372,0,49,166.08
2025-04-15,20587,117,23,474,25,77,195.26
2025-02-27,20145,100,8,218,18,37,214.38
2025-10-05,20214,147,49,432,11,56,6.86
2025-06-20,20102,127,3,78,83,30,214.66
2025-03-07,20106,103,23,68,97,57,229.66
2026-01-01,20527,135,11,319,5,29,113.08
2024-05-02,20050,103,4,142,55,50,188.66
2025-05-13,20106,117,37,69,59,36,121.11
2024-03-11,20098,144,6,498,94,95,184.39
2025-01-13,20085,122,36,475,68,98,36.92
2024-08-08,20309,118,24,422,7,65,147.57
2025-07-17,20076,130,6,348,26,75,192.21
2025-01-06,20044,113,19,137,51,95,194.27
2025-04-16,20118,111,4,425,34,71,246.66
2025-05-05,20058,115,19,291,86,39,75.91
2025-01-29,20154,147,4,122,54,87,203.27
2024-04-08,20483,118,1,406,73,95,95.02
2025-08-24,20098,112,1,214,4,80,139.84
2025-09-01,20317,128,39,331,94,62,224.52
2025-11-08,20457,122,15,482,0,99,68.32
2024-04-16,20138,118,37,357,30,78,22.37
2024-06-13,20599,144,46,432,49,40,152.65
2025-11-16,20127,103,7,298,99,48,200.62
2026-01-23,20028,138,13,103,90,35,39.1
2024-06-03,20152,132,8,253,16,55,179.5
2025-07-03,20079,112,15,106,88,82,113.19
2025-04-07,20158,124,39,289,11,82,128.52
2025-05-06,20109,107,15,266,19,50,48.23
2026-01-23,20180,143,43,371,22,86,236.5
2025-02-23,20222,133,23,485,46,43,206.77
2025-12-14,20432,109,40,291,18,47,136.89
2025-11-04,20327,139,22,95,6,60,174.82
2025-04-28,20561,148,7,242,80,94,147.91
2025-02-26,20026,133,12,481,87,45,25.7
2026-03-02,20123,147,24,175,58,71,133.98
2025-12-30,20575,134,31,108,61,59,37.77
2024-07-16,20469,106,30,227,12,23,114.23
2025-01-28,20192,146,18,459,35,25,118.34
2025-11-09,20507,108,15,204,1,58,31.72
2024-11-07,20370,105,28,53,54,60,53.94
2025-05-01,20061,109,9,449,61,46,210.15
2026-02-26,20295,146,6,155,41,29,118.6
2024-06-07,20203,141,25,81,23,93,218.37
2024-04-26,20554,118,30,294,6,44,94.8
2025-11-17,20084,104,6,480,76,59,195.02
2024-09-13,20074,134,3,487,51,48,223.22
2024-11-08,20132,107,8,356,42,83,168.8
2024-09-14,20475,129,34,429,54,97,164.09
2025-12-24,20214,116,48,274,19,90,180.3
2025-04-03,20328,140,24,431,18,57,55.35
2024-12-19,20400,122,26,174,95,83,197.59
2024-04-29,20500,122,15,452,43,69,173.69
2026-03-07,20573,119,8,492,10,84,214.87
2025-12-26,20132,124,48,212,81,61,9.45
2024-08-20,20098,121,11,314,16,76,65.08
2025-02-20,20035,137,30,461,84,49,113.63
2024-12-10,20143,124,21,457,9,94,70.41
2025-03-15,20537,100,25,406,69,40,12.2
2024-08-16,20419,106,37,148,64,81,166.44
2025-02-25,20051,109,38,100,57,77,74.88
2026-02-03,20311,112,28,62,23,42,198.31
2025-03-13,20148,115,32,368,37,77,245.02
2025-03-04,20324,145,19,87,69,82,222.16
2025-06-07,20224,145,7,392,0,26,213.01
2024-09-29,20061,133,17,398,25,51,54.11
2025-09-25,20374,119,35,226,24,29,241.59
2024-10-04,20053,121,41,468,66,50,54.41
2024-05-26,20136,107,44,444,81,56,159.4
2025-01-02,20464,103,13,17,16,96,18.81
2025-07-02,20061,131,10,379,72,92,204.95
2026-03-03,20171,124,6,483,21,70,217.96
2025-02-11,20347,103,21,230,75,46,225.03
2025-06-18,20452,135,9,363,24,76,99.53
2025-10-25,20516,132,49,361,3,80,163.99
2025-12-13,20057,116,7,69,34,41,63.76
2025-03-15,20356,148,19,493,42,47,102.75
2024-06-29,20253,145,23,487,71,82,57.65
2024-05-25,20436,147,11,272,59,41,161.93
2024-06-29,20516,144,46,467,59,21,190.57
2024-11-28,20248,148,50,25,59,85,91.53
2026-02-23,20297,144,50,381,19,59,107.13
2024-03-29,20226,121,24,122,26,56,110.68
2026-02-22,20416,125,32,23,39,46,203.8
2025-03-20,20022,115,2,135,71,64,84.06
2024-09-20,20285,105,16,243,69,20,154.04
2024-08-22,20122,145,24,362,34,71,95.53
2026-02-15,20099,123,4,97,59,29,157.69
2024-03-21,20096,110,5,212,86,73,185.01
2025-07-18,20539,136,5,482,63,64,152.51
2025-01-18,20445,104,22,245,64,67,106.53
2025-12-10,20391,128,8,50,12,49,215.41
2025-05-11,20226,108,14,51,11,30,166.25
2025-05-03,20343,120,6,48,19,89,232.49
2024-05-15,20266,107,40,141,91,37,18.28
2025-06-28,20037,115,45,427,57,62,147.87
2024-08-21,20293,113,34,421,37,47,180.51
2024-09-17,20279,149,18,128,61,87,139.4
2024-03-24,20332,115,18,429,42,54,218.15
2025-03-03,20577,116,28,85,54,81,25.09
2025-11-23,20215,105,22,42,47,24,129.75
2025-04-16,20284,135,45,208,93,77,58.96
2025-01-07,20190,121,15,375,98,24,192.12
2024-07-04,20182,109,50,109,10,87,25.42
2024-04-02,20356,132,19,424,6,98,192.9
2025-01-22,20439,110,50,53,62,69,205.83
2024-10-22,20069,138,35,208,67,21,241.15
2025-02-11,20484,125,48,220,88,34,232.28
2025-07-11,20427,106,30,384,63,99,30.06
2026-03-07,20342,104,25,124,39,92,246.78
2025-07-17,20066,133,50,16,14,52,112.51
2025-12-20,20180,134,29,165,88,96,189.91
2025-09-15,20189,115,48,421,13,98,9.5
2025-08-09,20100,114,21,166,42,53,122.13
2024-08-21,20442,114,28,279,11,100,228.97
2025-03-17,20552,134,36,243,44,62,140.73
2024-07-16,20323,109,50,360,42,58,155.93
2024-10-25,20592,108,35,265,89,65,131.39
2025-07-12,20265,126,17,100,96,67,161.31
2025-06-26,20288,124,3,381,19,94,177.12
2024-06-19,20382,132,49,115,73,92,202.35
2025-04-24,20440,122,22,220,13,41,106.42
2024-11-25,20068,134,46,437,54,92,46.78
2026-01-13,20094,101,18,267,77,32,120.9
2025-09-13,20537,147,48,413,17,22,98.3
2024-05-09,20517,134,38,460,73,69,39.45
2024-05-14,20371,123,23,318,68,41,50.6
2024-05-19,20129,101,29,140,17,40,151.05
2025-01-25,20105,122,44,340,47,55,153.34
2025-06-11,20195,140,13,192,8,52,104.46
2024-12-10,20496,139,7,332,82,79,99.08
2026-02-03,20379,135,47,80,50,93,44.9
2024-10-08,20078,121,30,144,80,50,138.77
2024-08-27,20431,149,5,25,52,94,248.37
2025-12-26,20110,121,49,226,91,64,33.89
2026-01-24,20265,136,45,367,62,82,27.74
2025-12-18,20335,149,1,43,64,85,195.9
2024-06-14,20550,103,47,437,52,39,243.4
2024-09-25,20467,147,3,447,94,31,175.47
2025-09-13,20262,145,37,346,45,64,57.08
2025-07-30,20000,112,28,102,74,50,225.13
2024-08-24,20078,115,43,166,40,32,149.14
2024-08-08,20144,114,10,272,2,46,94.76
2026-02-26,20234,115,32,416,78,91,106.82
2024-07-01,20353,115,26,384,8,68,109.33
2024-11-22,20341,134,27,193,83,94,91.25
2026-01-10,20539,118,13,401,70,81,203.21
2024-07-07,20115,119,13,89,82,99,223.2
2025-06-27,20307,107,36,281,73,62,162.31
2025-05-05,20287,105,2,384,24,53,33.43
2025-07-08,20365,117,20,490,52,43,233.75
2024-12-04,20499,124,34,397,39,64,237.6
2025-08-26,20017,146,42,163,48,66,85.21
2024-03-30,20316,147,7,483,1,75,114.75
2026-02-12,20206,131,8,274,83,82,51.12
2025-01-07,20518,139,25,179,68,52,82.23
2024-11-08,20254,121,6,171,71,50,187.11
2025-12-25,20301,109,34,112,20,30,200.85
2024-10-03,20092,133,40,281,51,75,150.0
2024-06-22,20443,131,26,459,34,27,48.51
2025-06-25,20471,137,38,41,42,57,78.98
2025-03-15,20441,100,20,125,99,94,21.64
2025-02-14,20362,124,10,484,9,84,249.2
2025-01-29,20159,123,49,162,61,69,29.19
2024-05-03,20094,118,20,317,43,67,112.4
2025-10-06,20222,122,6,167,67,77,233.51
2025-08-26,20146,110,44,460,55,63,132.36
2025-08-01,20335,123,45,60,49,45,227.2
2025-06-11,20065,102,34,408,97,37,153.76
2024-06-24,20587,125,1,411,2,63,248.18
2025-05-07,20249,118,18,492,15,91,5.48
2024-08-09,20179,138,34,150,18,21,162.7
2025-07-30,20448,126,23,485,2,73,247.25
2025-07-25,20446,125,3,274,26,41,46.0
2024-08-22,20058,125,13,18,58,31,128.33
2024-04-13,20365,117,16,199,55,48,73.19
2025-12-21,20381,143,49,113,5,37,202.93
2025-02-14,20572,104,47,448,9,91,231.4
2025-07-17,20188,121,49,218,75,30,34.59
2024-10-28,20423,134,32,437,74,39,209.68
2025-04-09,20350,127,15,177,3,33,246.31
2025-03-07,20329,103,25,470,33,62,67.88
2025-03-01,20148,131,17,157,70,62,58.55
2024-04-16,20479,124,16,153,6,80,185.23
2025-02-22,20039,105,37,450,71,62,208.73
2025-04-20,20359,134,13,171,63,51,200.04
2024-07-13,20544,107,29,98,46,67,206.2
2025-10-30,20448,102,15,400,30,88,135.15
2026-02-16,20430,120,28,404,67,66,48.56
2024-07-12,20054,112,6,272,9,36,53.17
2025-01-18,20342,116,15,69,13,67,112.78
2025-05-29,20134,125,21,437,41,91,25.72
2024-12-30,20193,131,20,447,66,70,233.25
2025-11-23,20448,147,22,226,93,87,105.73
2025-08-28,20408,114,22,112,72,77,159.75
2025-05-11,20148,107,31,73,14,76,122.01
2025-10-27,20230,149,8,255,75,88,212.65
2025-05-04,20418,102,2,438,72,76,248.24
2024-10-29,20188,144,22,278,70,98,206.04
2025-06-04,20327,102,10,290,7,51,145.55
2025-09-19,20460,117,17,75,99,38,138.98
2024-11-25,20479,117,31,87,68,97,234.76
2025-11-07,20299,119,2,455,5,74,187.03
2025-04-02,20410,129,27,423,43,71,236.44
2024-09-13,20295,101,3,485,49,58,28.53
2025-07-20,20394,149,49,245,99,65,193.6
2024-09-25,20536,121,49,272,63,38,158.31
2024-03-21,20346,130,17,498,28,69,88.55
2025-05-25,20552,146,50,139,44,24,70.38
2025-03-09,20143,124,7,160,75,69,206.75
2025-07-30,20586,104,31,2,98,37,58.39
2025-05-11,20530,132,45,484,53,85,16.51
2024-04-26,20271,111,33,105,51,52,98.81
2026-03-11,20246,124,43,288,32,32,34.14
2025-09-01,20282,107,13,298,95,23,181.92
2024-06-12,20540,120,29,158,21,92,115.16
2024-11-19,20526,143,50,238,95,64,35.12
2024-12-12,20178,127,22,219,7,38,178.45
2024-08-27,20550,102,10,224,90,20,30.24
2024-04-13,20050,143,30,365,91,71,118.63
2024-08-03,20427,106,39,395,5,70,80.9
2024-07-03,20106,123,50,384,75,98,109.41
2025-02-20,20534,134,39,301,60,66,91.16
2024-12-31,20474,107,30,130,75,24,171.62
2025-11-22,20387,142,28,484,86,94,142.07
2025-06-18,20328,135,30,7,80,41,212.68
2025-02-14,20533,101,37,303,24,70,54.74
2024-10-17,20346,115,50,247,58,98,140.41
2025-10-23,20589,113,23,108,48,75,79.51
2025-05-20,20284,107,2,484,13,71,71.26
2024-04-19,20537,106,26,6,3,100,89.53
2025-12-31,20270,117,20,185,92,58,215.1
2024-05-24,20095,137,6,321,84,27,220.38
2025-03-23,20517,135,45,151,88,97,227.47
2025-09-30,20578,136,14,332,15,37,29.14
2024-09-18,20035,119,28,197,84,46,100.39
2026-03-10,20000,138,28,169,62,69,7.91
2025-08-06,20463,105,2,248,70,68,248.59
2025-07-12,20051,108,33,88,37,52,133.46
2025-10-01,20129,110,30,31,37,56,138.66
2025-10-27,20528,103,10,470,33,81,32.71
2024-09-01,20558,112,37,345,62,37,27.53
2024-11-11,20170,143,11,280,9,73,37.35
2025-05-13,20289,126,47,348,20,83,132.67
2024-09-14,20508,129,34,340,7,74,215.03
2025-08-30,20542,111,25,212,0,89,179.33
2024-12-14,20284,133,43,84,61,43,61.89
2025-08-15,20429,136,2,3,44,20,63.22
2024-11-03,20251,117,38,156,69,40,24.19
2025-12-12,20166,141,22,243,6,50,18.62
2025-05-12,20125,117,13,188,97,84,244.22
2024-11-20,20033,126,12,316,43,89,63.02
2024-03-17,20322,146,50,237,81,91,35.9
2024-04-16,20521,120,12,365,98,37,224.0
2025-11-14,20148,130,11,267,15,85,97.65
2025-12-23,20537,113,41,131,43,30,155.02
2025-03-08,20052,102,36,9,22,64,181.57
2026-01-02,20165,111,14,404,7,61,104.87
2025-06-09,20460,106,17,314,31,50,7.15
2025-08-28,20086,135,15,217,20,93,9.04
2024-05-06,20306,134,35,250,91,47,142.12
2026-03-06,20515,109,28,295,43,98,245.92
2024-08-03,20477,126,44,143,5,38,164.19
2024-06-17,20384,100,28,251,31,62,168.82
2025-08-17,20452,138,50,63,88,78,119.16
2024-03-27,20171,148,2,409,71,51,233.65
2024-07-17,20003,132,36,491,55,89,246.05
2025-03-01,20530,125,48,126,47,20,140.17
2025-11-15,20499,147,13,90,13,83,31.49
2025-07-11,20351,128,38,380,74,35,82.71
2024-05-18,20327,125,38,164,75,32,234.28
2026-02-14,20443,137,20,400,74,24,174.6
2025-12-12,20093,100,23,161,13,72,70.97
2024-09-16,20115,121,25,141,90,70,172.95
2025-07-13,20455,149,35,381,84,97,60.04
2025-11-17,20574,127,24,190,76,93,127.39
2024-04-02,20061,105,6,24,61,31,193.4
2025-11-03,20488,139,20,365,60,23,239.67
2024-03-21,20295,110,49,246,48,40,234.87
2025-06-24,20399,116,20,442,97,71,22.35
2024-06-25,20303,145,21,454,92,88,15.16
2026-01-07,20265,135,2,207,98,61,13.93
2024-07-17,20372,139,9,314,25,77,9.2
2024-10-29,20107,143,10,428,37,22,200.24
2024-05-01,20160,117,17,38,59,42,21.17
2025-03-14,20509,114,38,20,59,53,60.78
2024-07-28,20324,116,43,171,65,87,222.38
2024-10-26,20255,119,24,367,48,92,245.84
2024-06-06,20103,118,19,130,30,38,134.78
2025-01-07,20064,117,41,311,79,61,35.01
2024-06-24,20422,129,39,420,23,91,241.97
2026-01-21,20132,126,5,268,13,97,177.69
2025-09-16,20271,131,26,255,63,22,157.35
2025-01-24,20503,127,24,6,3,41,45.47
2024-12-28,20393,135,46,432,15,54,135.07
2026-01-04,20256,149,15,9,68,89,227.78
2025-04-04,20024,120,43,30,44,86,212.39
2025-05-18,20240,114,24,129,52,57,53.79
2026-01-08,20435,149,31,364,54,97,241.52
2025-08-24,20118,129,49,226,65,35,127.62
2025-03-20,20430,147,50,491,22,95,194.4
2024-03-15,20314,136,25,105,57,84,167.19
2024-07-24,20300,103,18,451,98,94,187.56
2024-03-16,20202,117,45,107,28,98,77.64
2024-10-22,20404,124,17,412,36,34,150.12
2025-08-22,20445,131,37,307,61,56,161.05
2025-10-11,20232,114,11,431,30,32,171.32
2024-08-14,20098,127,14,121,65,99,42.55
2025-09-30,20349,104,13,343,22,58,134.94
2024-05-29,20373,124,34,371,11,30,152.82
2025-09-27,20521,130,45,1,52,63,245.45
2025-11-27,20196,138,13,189,72,64,145.94
2024-08-18,20398,147,22,45,14,56,171.92
2024-04-20,20008,110,18,402,22,76,158.65
2025-09-21,20238,144,39,330,4,68,9.9
2025-07-13,20149,116,22,168,82,30,239.44
2024-03-23,20380,137,13,235,78,61,162.0
2025-02-09,20551,147,41,395,96,47,112.8
2025-03-11,20126,119,47,368,13,85,51.25
2025-11-28,20327,103,7,397,6,50,152.79
2025-03-31,20134,140,44,410,97,58,154.99
2025-12-11,20295,106,46,457,76,45,226.27
2025-05-28,20190,105,7,458,47,50,204.21
2025-06-06,20229,114,7,303,6,22,193.54
2026-01-09,20039,109,4,386,58,28,55.36
2025-05-16,20146,132,12,291,80,82,133.63
2025-12-09,20038,120,5,100,72,63,196.07
2024-07-27,20180,117,29,48,38,25,213.11
2026-01-06,20519,102,49,277,87,73,51.98
2025-05-08,20559,104,23,281,7,34,89.6
2026-02-18,20026,120,2,93,80,78,116.34
2026-02-21,20125,123,13,33,42,32,189.83
2025-06-21,20377,128,44,161,24,41,169.55
2025-10-15,20341,107,23,458,31,36,229.31
2024-04-02,20077,129,24,261,45,30,194.13
2025-09-13,20548,121,18,253,89,39,83.58
2024-05-28,20444,116,7,117,1,70,33.49
2024-05-24,20245,131,41,95,90,75,40.1
2026-03-05,20319,129,12,379,78,33,54.82
2025-07-29,20050,121,45,452,43,84,184.74
2025-10-10,20124,144,36,193,48,100,14.86
2025-05-20,20247,121,48,482,17,28,175.65
2025-09-05,20127,134,10,489,63,89,231.58
2025-08-19,20282,114,20,97,76,32,59.52
2025-06-16,20250,145,37,378,32,80,142.54
2025-05-05,20226,143,47,14,62,93,9.09
2024-11-08,20343,112,11,51,58,85,96.97
2025-10-12,20083,118,41,122,5,84,102.66
2025-01-09,20299,138,31,11,41,80,187.27
2026-01-18,20236,128,23,488,79,34,59.68
2025-09-11,20504,124,43,397,1,98,102.09
2025-06-20,20033,145,36,324,75,68,44.35
2025-04-01,20382,134,14,31,86,43,112.75
2024-12-24,20185,142,13,392,89,69,127.08
2024-05-26,20574,132,44,403,95,91,141.2
2025-02-15,20037,124,23,413,37,73,132.07
2024-08-28,20415,137,49,186,90,99,245.93
2026-01-18,20195,140,13,150,95,68,239.44
2025-11-21,20031,127,32,391,18,45,101.82
2024-10-13,20496,138,32,497,44,38,17.28
2025-08-02,20564,114,42,39,85,52,145.21
2026-02-21,20138,135,28,454,14,77,37.17
2024-07-21,20117,130,26,256,1,29,242.0
2024-09-08,20231,122,8,12,71,43,170.59
2025-07-26,20539,122,39,245,71,23,142.35
2025-11-07,20203,103,19,303,40,93,24.99
2024-05-11,20555,147,6,179,87,80,26.79
2024-08-13,20480,121,1,384,25,79,226.21
2025-03-05,20181,131,26,455,23,80,67.78
2024-11-02,20302,119,21,401,3,39,99.97
2024-07-13,20454,130,27,400,19,31,134.13
2026-03-09,20524,125,34,298,50,39,75.6
2025-08-08,20408,128,14,485,46,37,101.57
2025-11-10,20154,103,40,123,29,33,135.73
2025-07-25,20291,125,44,263,97,39,144.25
2025-03-13,20183,111,44,453,96,29,164.82
2025-11-04,20105,114,33,339,37,22,230.95
2025-02-27,20303,104,27,227,59,97,94.31
2025-01-15,20596,141,22,280,28,29,137.9
2025-06-15,20070,114,44,156,23,20,194.91
2024-06-05,20359,141,13,250,36,29,165.32
2025-08-29,20323,138,45,226,96,53,123.43
2026-02-28,20070,142,46,413,31,56,13.42
2026-02-03,20205,110,4,450,77,60,218.82
2024-08-08,20279,127,24,203,35,81,142.35
2025-05-21,20063,100,9,249,25,45,98.45
2024-08-19,20193,141,38,71,80,96,130.28
2024-03-17,20204,141,40,434,53,55,151.75
2024-08-06,20447,128,16,368,97,24,165.8
2025-02-28,20086,116,21,151,67,73,147.47
2025-02-06,20030,122,15,296,24,43,172.89
2025-01-03,20109,117,2,143,40,61,99.85
2024-03-28,20292,115,8,257,14,54,49.13
2025-11-28,20434,110,7,260,8,100,245.98
2024-08-31,20285,131,20,114,38,99,179.41
2024-11-08,20160,131,44,303,4,86,159.68
2025-09-21,20095,123,8,98,76,35,213.25
2025-10-08,20393,113,20,131,51,97,177.32
2025-03-03,20169,112,47,115,56,29,165.71
2024-07-30,20262,107,34,101,56,70,61.73
2025-10-20,20461,113,16,314,76,50,168.34
2025-09-28,20359,100,3,21,27,88,82.74
2025-02-22,20242,101,23,60,39,66,94.95
2024-07-23,20062,145,37,218,2,33,13.41
2024-05-10,20225,109,1,411,80,100,234.1
2024-08-28,20147,125,18,398,70,74,139.01
2024-11-22,20139,114,26,21,1,35,216.32
2025-11-21,20238,132,8,70,89,82,120.59
2025-02-12,20462,107,18,454,29,36,134.21
2025-01-19,20513,117,6,345,19,94,214.73
2025-05-04,20133,117,20,295,63,52,120.27
2025-02-28,20150,138,2,130,58,60,117.72
2026-02-25,20340,145,49,385,22,27,171.99
2024-09-20,20433,135,30,361,59,97,201.19
2025-05-16,20188,124,6,443,58,47,151.41
2025-06-18,20153,144,34,131,41,25,224.79
2024-11-13,20051,111,26,201,68,86,10.0
2024-09-22,20551,109,44,358,74,32,142.57
2025-09-14,20155,119,48,200,10,49,150.15
2024-11-01,20249,107,32,112,69,20,93.94
2025-05-31,20250,131,13,163,34,35,194.05
2025-12-15,20030,132,11,372,88,52,25.13
2024-10-25,20073,110,34,96,0,93,30.81
2025-03-21,20183,129,42,321,24,97,44.04
2025-10-23,20494,142,32,90,41,84,226.91
2024-09-28,20331,101,24,118,98,94,15.25
2025-04-23,20246,128,46,80,1,28,19.61
2026-02-13,20177,148,48,63,57,64,72.69
2025-12-07,20231,106,23,203,80,44,63.71
2024-09-19,20246,133,47,306,100,53,51.57
2025-04-26,20073,136,38,496,99,63,65.05
2025-07-14,20054,111,4,241,55,79,181.55
2024-06-28,20261,143,23,127,100,69,21.86
2024-10-29,20025,119,24,304,64,27,224.23
2024-04-21,20231,131,42,185,61,82,20.56
2025-05-15,20096,131,45,320,77,52,194.74
2026-01-16,20183,143,34,307,79,27,165.12
2025-11-19,20290,131,9,13,23,28,8.19
2026-03-04,20042,110,22,479,69,46,53.98
2025-08-20,20036,128,27,11,89,58,14.03
2026-01-24,20486,105,17,37,84,48,193.55
2024-10-01,20017,103,7,397,34,69,81.4
2025-11-09,20406,106,26,41,12,83,94.49
2024-09-08,20267,109,40,120,56,37,68.65
2024-04-11,20009,136,39,311,47,36,189.08
2024-03-25,20458,138,8,190,40,70,73.52
2024-04-04,20561,102,33,66,80,62,70.1
2025-11-03,20194,123,19,476,35,90,73.71
2024-10-10,20533,119,50,72,42,32,123.64
2025-12-15,20225,112,37,138,97,64,178.33
2024-10-21,20122,144,35,433,11,23,164.32
2025-01-22,20318,124,23,115,35,49,223.39
2025-05-21,20575,138,7,185,93,28,5.41
2025-08-26,20559,146,4,29,38,33,194.12
2025-09-28,20571,117,22,420,84,30,232.02
2025-08-21,20084,105,26,440,2,60,191.21
2025-10-09,20281,119,44,456,11,81,237.52
2024-11-17,20216,120,15,178,75,98,127.76
2024-04-07,20345,111,41,401,66,89,79.66
2024-05-27,20450,141,18,496,60,57,223.28
2024-10-09,20075,115,39,7,65,44,122.92
2025-02-25,20530,134,25,91,19,83,21.34
2025-01-19,20304,144,4,56,34,25,229.08
2025-08-06,20088,142,41,343,12,52,151.3
2024-07-04,20592,136,31,19,33,35,146.51
2025-07-25,20300,131,30,334,4,75,188.46
2024-12-29,20007,104,24,279,0,89,72.57
2025-01-20,20465,132,42,64,32,81,152.61
2025-04-10,20525,113,12,89,30,20,78.63
2024-12-18,20065,111,32,257,5,29,60.23
2024-11-21,20074,138,30,278,92,70,80.98
2025-05-22,20380,137,44,61,84,31,121.14
2025-12-26,20286,130,34,41,32,69,232.86
2024-07-01,20435,125,31,315,8,28,197.8
2024-08-29,20455,112,2,475,72,25,174.33
2024-07-28,20481,121,23,85,75,93,20.41
2025-04-02,20402,139,6,263,49,46,246.97
2025-05-08,20096,106,16,461,28,60,134.47
